"Address","C.SH","jensiat","sen","savad","m.t.s","v.f.s","N.T.M","T.O","S.Z","M.O.B","OTO","MO","DO","ZABT","TV","PC","TEL.H","OJAGH.GAZ","JAROO.B","MASHIN.L","CHARKH.KH","PANKE","MASHIN.Z","H.KHORAKI.NOOSHIDANI","H.ERTEBATAT","H.BEHDASHT","H.HAMLONAGHL","H.KALA.MOT","H.MASKAN","H.MOBLEMAN","H.POOSHAK","KHARID.KALA.BADAVAM","H.SARMAYEGOZARI","M.DARAMAD.NAKH","HOOGHOOGH.MOSTAMAR","GH.MOSTAMAR","M.DARAMAD.KH","DARYAFTI.NAKH.F","DARAMAD.M.KH.1","DARAMAD.M.KH.2","DARAMAD.M.KH.3","DARAMAD.M.KH.4","M.INCOME","DAHAK","DAHAK10"
12301284523,23,1,41,1,6,1,1,4,105,0,1,0,0,0,1,1,1,1,1,1,0,0,1,20033000,750000,4e+05,850000,990000,91920000,16650000,730000,17943164,0,0,3e+08,0,587722240,0,0,1960000,6.33e+08,6.6e+07,1588682240,7,0
12303286235,23,1,41,1,2,1,1,4,65,0,1,0,0,0,1,0,1,1,1,1,1,0,0,16298000,330000,1200000,5e+05,1150000,26370000,0,0,312847000,0,0,3e+08,0,4.8e+08,2.4e+08,0,1800000,0,1e+07,1031800000,5,0
12310289335,23,1,41,1,1,1,1,3,56,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7130000,940000,0,3150000,985000,4200000,5650000,3650000,31120000,0,6.72e+08,7.44e+08,0,1.8e+08,6e+08,0,0,0,1e+07,2.206e+09,9,0
12313290528,23,1,41,1,1,1,1,4,100,1,1,0,0,0,1,0,1,1,1,1,1,0,0,22720000,580000,5460000,4600000,720000,30965000,880000,1400000,34900000,0,0,1.32e+09,1.5e+07,8.5e+07,1.62e+08,0,0,531337500,7920000,2121257500,8,0
12313290719,23,1,41,1,2,1,4,3,70,1,0,0,0,0,1,1,1,1,1,0,0,0,0,10987000,350000,1360000,9e+05,1750000,12905000,1500000,2e+05,108450000,0,0,3.02e+08,0,6e+08,538500000,0,0,0,40640000,1481140000,7,0
12313290823,23,1,41,1,4,1,4,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,14435000,950000,5900000,9e+05,0,23661000,3e+06,7400000,823880000,0,0,959900000,0,0,0,0,0,0,26560000,986460000,5,0
12314291226,23,1,41,1,2,1,1,4,75,0,0,0,0,0,1,0,1,1,1,1,1,0,0,27085000,1500000,140000,6950000,1030000,32880000,380000,1.9e+07,78910752,0,7e+07,0,0,0,0,2.14e+08,0,3.75e+08,0,6.59e+08,3,0
12316288432,23,1,41,1,1,1,4,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,19758000,50000,9e+05,3760000,8e+05,6580000,2410000,0,360026000,4e+07,6.29e+08,449930004,2.5e+08,34500000,5.66e+08,1.2e+08,0,2.36e+08,0,2285430004,9,0
12317291732,23,1,41,1,4,1,3,3,85,0,0,0,0,0,1,0,1,1,1,1,0,0,0,22190000,7e+05,1700000,1850000,1610000,81350000,955000,8480000,209638800,0,1.449e+09,0,0,395280000,1.4e+09,0,4450000,0,16560000,3265290000,10,1
12321293720,23,1,41,1,1,1,1,3,60,0,0,0,0,0,1,0,1,1,1,1,1,0,0,12890000,280000,275000,1200000,1300000,20963000,690000,5e+05,26106000,0,2.64e+08,0,0,0,0,2.16e+08,1860000,2.63e+08,43400000,788260000,4,0
12301268735,23,1,42,1,7,1,1,6,180,0,1,0,0,0,1,1,1,1,1,1,0,0,1,24631000,650000,0,2700000,1300000,51820000,0,320000,41120000,0,5e+07,0,1.5e+07,855840000,0,0,950000,0,26560000,948350000,4,0
12301268819,23,1,42,1,7,1,1,3,110,0,1,0,0,0,1,1,1,1,1,1,1,0,0,9645000,370000,1e+06,0,2.8e+07,71620000,7e+05,2e+05,7621328,0,1.28e+09,0,0,3.06e+08,7.2e+08,0,0,0,47240000,2353240000,9,0
12301269029,23,2,42,1,4,1,1,3,60,0,1,0,0,0,1,1,1,1,1,1,1,0,0,38088000,450000,2e+05,4500000,495000,30005000,630000,5100000,2563905,1870000,0,0,0,461400000,4.2e+08,0,17100000,0,16560000,915060000,4,0
12301269520,23,1,42,2,0,1,4,4,75,0,0,0,0,0,1,0,1,1,1,1,1,0,0,8037000,7e+05,11100000,2400000,1150000,41598000,0,0,3840000,0,0,0,3e+07,5.8e+08,2e+08,0,213210000,0,8.2e+07,1105210000,5,0
12301270235,23,1,42,1,4,1,3,3,48,0,1,0,0,0,1,1,1,1,1,0,0,0,0,6202500,2900000,0,1700000,350000,52150000,0,5300000,77050000,0,0,6.6e+08,0,0,0,0,0,0,20640000,680640000,3,0
12301270426,23,1,42,1,4,2,3,3,42,0,1,0,0,0,1,1,1,1,1,1,0,0,0,9255500,2800000,7e+05,0,1180000,67420000,1030000,0,26800000,3e+07,4.55e+08,475065000,0,3e+08,2.16e+08,0,0,4.92e+08,20640000,1958705000,8,0
12301271724,23,1,42,1,8,1,4,5,135,0,1,0,0,0,1,1,1,1,1,1,1,1,1,10610000,2400000,6140000,0,1360000,103900000,495000,1100000,31800000,0,0,2.75e+08,1e+07,2.4e+08,4.8e+08,0,9600000,0,30640000,1045240000,5,0
12301272126,23,1,42,1,7,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,26623000,1200000,4500000,1900000,9e+05,74750000,1300000,0,213900000,0,8.4e+08,0,0,0,0,0,0,0,16560000,856560000,4,0
12301273132,23,1,42,1,4,2,1,3,64,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15689500,3e+05,6760000,2150000,1120000,47600000,2130000,0,143220000,0,0,2.16e+08,0,1.5e+08,0,0,0,0,12360000,378360000,2,0
12301274035,23,1,42,1,2,1,6,2,45,0,1,0,0,0,1,1,1,1,1,1,0,0,0,17220000,1785000,1.2e+07,2050000,150000,2.5e+07,1730000,0,389793614,0,0,424080000,24800000,0,0,0,0,0,1.9e+07,467880000,2,0
12301274520,23,1,42,1,4,1,5,4,80,0,1,0,0,0,1,0,1,1,1,1,1,0,0,34441750,1200000,2e+06,1050000,1850000,41545000,690000,22500000,130515000,0,0,0,0,2e+07,2.912e+09,0,3100000,0,85400000,3020500000,10,1
12301274530,23,1,42,1,6,1,5,4,92,0,1,0,0,0,1,1,1,1,1,1,1,0,0,19983000,1070000,1.1e+07,1550000,4950000,47395000,2420000,0,12082000,0,1.105e+09,0,0,3.6e+08,0,0,5e+08,0,16560000,1981560000,8,0
12301275620,23,1,42,1,4,1,4,3,72,0,1,0,0,0,1,1,1,1,1,1,0,0,0,14489000,6e+05,11700000,2e+05,1330000,37500000,1210000,6e+06,3.56e+08,0,3.24e+08,4.2e+08,0,0,0,0,0,5.6e+08,0,1.304e+09,6,0
12301276335,23,1,42,1,4,1,1,3,60,0,1,0,1,0,1,1,1,1,1,1,0,0,0,33682900,1600000,0,850000,1300000,41900000,530000,13500000,47720000,0,0,0,0,0,0,1.5e+08,0,0,20560000,170560000,1,0
12301276419,23,1,42,1,4,1,3,4,67,0,1,1,1,1,1,0,1,1,1,1,0,0,1,15006000,5e+05,7950000,1550000,0,50100000,550000,2800000,3877552,0,5.2e+08,8.4e+08,0,871800000,4.924e+09,0,0,0,1e+07,7165800000,10,1
12301277929,23,2,42,1,4,1,3,3,55,0,1,1,0,0,1,0,1,1,1,1,0,0,0,16300000,1450000,0,9050000,390000,25450000,4360000,0,18543164,0,3e+08,0,0,3.8e+08,2.52e+08,0,712185,9.6e+08,71400000,1964112185,8,0
12301278221,23,1,42,1,5,1,1,3,60,0,1,1,1,0,1,0,1,1,1,1,0,0,0,21990000,2100000,9460000,1400000,260000,41995000,1120000,850000,62404004,0,9.75e+08,4.8e+08,0,3.84e+08,4e+08,2.5e+08,0,0,0,2.489e+09,9,0
12301278726,23,1,42,1,4,1,5,4,120,0,0,0,0,0,1,0,1,1,1,1,1,0,0,11100000,110000,4500000,1100000,770000,35395000,2160000,0,2223905,0,2.4e+08,0,0,0,0,0,0,0,22360000,262360000,2,0
12301281121,23,1,42,1,1,1,1,3,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6680000,8e+05,2e+05,7750000,1020000,31230000,1300000,3e+06,223170000,0,3e+08,0,0,937800000,1.7e+08,0,0,0,16560000,1424360000,6,0
12301282635,23,1,42,1,1,1,1,3,110,0,1,1,1,0,1,1,1,1,1,1,0,0,0,7670000,7e+05,0,3300000,2850000,61550000,1460000,4850000,373992840,0,2.4e+08,1.3e+08,0,3.75e+08,4.8e+08,0,5e+06,3.84e+08,1e+07,1.624e+09,7,0
12301282732,23,1,42,1,1,1,4,3,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,12600000,1250000,0,5200000,2040000,21960000,2920000,0,97080000,0,0,109622253,0,0,0,0,0,7.43e+08,1.08e+08,960622253,5,0
12301283523,23,1,42,1,1,1,3,3,55,0,0,0,0,0,1,1,1,1,1,1,0,0,0,14261000,450000,4600000,8e+06,1560000,25480000,1550000,0,79324000,0,0,0,0,0,0,0,0,0,26560000,26560000,1,0
12301283629,23,1,42,1,5,1,1,4,100,0,1,0,1,0,1,1,1,1,1,1,0,0,0,8530000,3e+05,0,4100000,2385000,57170000,5080000,1e+05,308220000,0,3.5e+08,1.104e+09,0,0,0,0,980000,0,1e+07,1464980000,7,0
12301284926,23,1,42,1,4,1,5,2,35,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15935000,1120000,25500000,280000,1050000,43900000,3e+05,4400000,155050000,0,0,0,0,4.32e+08,658600000,0,0,0,0,1090600000,5,0
12303286227,23,1,42,1,1,1,3,4,75,0,0,0,0,0,1,0,1,1,1,0,0,0,0,37485000,580000,0,0,150000,30095000,2880000,5e+05,207700000,0,0,686400000,0,0,0,0,3516000,0,0,689916000,3,0
12306286629,23,1,42,1,1,1,1,3,80,1,1,0,0,0,1,0,1,1,1,1,1,0,0,14995000,1580000,350000,2e+06,930000,14105000,8975000,450000,62357552,0,0,1.68e+09,4e+07,7.2e+08,0,0,0,4.47e+08,16600000,2903600000,9,0
12306286635,23,1,42,1,1,1,3,4,95,0,1,0,0,0,1,0,1,1,1,1,1,0,0,19483000,9e+05,0,3100000,7900000,14055000,3345000,0,75282696,0,1.44e+09,0,0,4.6e+08,4.35e+09,0,0,0,22360000,6272360000,10,1
12309287335,23,1,42,1,1,1,3,4,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,41170000,9e+05,0,7200000,0,22200000,4590000,33400000,100105681,0,3e+08,0,0,0,0,0,0,0,28640000,328640000,2,0
12309287632,23,1,42,1,4,1,1,5,105,0,1,0,0,0,1,0,1,1,1,1,1,0,0,39493000,1400000,3e+05,3400000,180000,3.2e+07,0,29900000,465852000,0,1.415e+09,0,0,956200000,2.7e+08,0,0,0,12360000,2653560000,9,0
12309287920,23,1,42,2,0,1,4,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9631000,2500000,0,890000,450000,31200000,2490000,950000,12170000,0,0,2.86e+08,0,0,0,0,0,0,16600000,302600000,2,0
12313290627,23,1,42,1,5,1,3,4,85,0,0,1,0,0,1,1,1,1,1,1,1,0,0,15830000,450000,5.7e+07,8e+05,1050000,19795000,1650000,2e+05,159650000,0,7.2e+07,9.6e+08,0,992400000,0,0,1560000,0,0,2025960000,8,0
12313290932,23,1,42,1,1,1,1,3,70,1,1,0,0,0,1,0,1,1,1,1,1,0,0,13620000,150000,2e+06,290000,1050000,14090000,850000,0,498470000,0,0,0,0,0,0,0,0,5.19e+08,16560000,535560000,3,0
12316288426,23,1,42,1,4,1,3,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,10424400,1250000,0,1e+06,330000,16200000,1400000,950000,258310000,0,0,0,1.5e+07,0,0,0,0,0,1e+07,2.5e+07,1,0
12317291524,23,1,42,1,1,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,8680000,130000,0,2200000,570000,24900000,1080000,0,16357552,0,0,0,0,0,0,0,0,0,16600000,16600000,1,0
12317291526,23,1,42,1,4,1,1,4,97,0,0,0,1,0,1,0,1,1,1,1,0,0,0,9400000,6e+05,60050000,0,1300000,31980000,260000,5800000,5910000,0,0,0,0,373200000,0,0,0,6.48e+08,12360000,1033560000,5,0
12317291829,23,1,42,1,4,1,1,3,50,0,1,0,0,0,1,0,1,1,1,1,1,0,0,8380800,1e+06,0,1010000,1110000,46050000,505000,2900000,451660000,0,1.2e+08,392940000,0,0,0,0,6e+06,0,20640000,539580000,3,0
12317291932,23,1,42,1,4,3,1,4,90,0,1,0,0,0,1,1,1,1,1,1,0,0,0,13610000,2350000,1200000,210000,0,19400000,390000,5e+05,483130000,0,0,0,4e+07,0,0,9e+07,0,0,0,1.3e+08,1,0
12317292024,23,1,42,1,4,1,1,4,110,0,1,0,0,0,1,1,1,1,1,1,0,0,0,34090000,1850000,0,3700000,9e+05,4350000,1830000,3e+06,60660000,0,5.45e+08,1534500000,0,0,0,0,2400000,0,26560000,2108460000,8,0
12319292320,23,1,42,1,4,3,3,3,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16190800,350000,0,9e+05,0,10800000,1675000,380000,10240000,0,8.4e+08,0,0,927200000,1.745e+09,0,0,5.31e+08,12360000,4055560000,10,1
12319292720,23,1,42,1,6,1,1,4,90,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16290000,9e+05,270000,9e+05,4e+05,21200000,3e+06,5260000,290700000,0,0,0,0,1.01e+09,0,0,0,0,0,1.01e+09,5,0
12320285632,23,1,42,1,4,1,1,4,100,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9695000,350000,18980000,5825000,1620000,18740000,1060000,650000,420000,0,1307400000,320319996,0,0,0,0,1780000,0,0,1629499996,7,0
12320285719,23,1,42,1,1,1,3,3,65,0,1,0,0,0,1,1,1,1,1,1,1,0,0,4465000,780000,0,6e+06,1210000,43950000,1060000,3e+05,31850000,0,2.8e+08,5e+08,4e+07,0,0,0,0,0,26560000,846560000,4,0
12321293629,23,1,42,1,2,2,1,3,80,1,0,0,0,0,1,0,1,1,1,1,0,0,0,16070000,6e+05,2e+05,2e+06,1400000,36415000,440000,0,41660000,0,0,0,0,0,0,0,0,0,62560000,62560000,1,0
12301266828,23,1,43,1,6,2,3,4,100,0,0,0,0,0,1,1,1,1,1,1,0,0,1,17266000,810000,4860000,7e+06,990000,142100000,2670000,5870000,563535000,2e+07,0,0,0,0,0,0,8600000,8.55e+08,42680000,906280000,4,0
12301268522,23,1,43,1,1,1,1,4,65,0,1,0,0,0,1,1,1,1,1,1,0,0,0,33782500,0,0,4e+05,2250000,182300000,3370000,0,135590000,0,0,0,0,0,0,0,0,0,0,0,1,0
12301269535,23,1,43,1,2,1,1,3,45,0,1,0,0,0,1,0,1,1,1,1,1,0,0,16047000,6e+05,2e+05,2e+05,970000,27750000,1665000,7e+05,138540000,0,0,1.5e+08,0,8e+07,3.67e+08,1.8e+08,1860000,0,0,778860000,4,0
12301272921,23,1,43,1,7,1,6,3,70,0,0,0,1,0,1,1,1,1,1,1,0,0,1,15392500,1440000,0,4e+06,670000,71050000,1930000,490000,2680000,3.1e+08,0,0,0,0,0,0,2e+06,0,0,2e+06,1,0
12301273520,23,1,43,1,1,1,3,5,75,0,1,0,0,0,1,0,1,1,1,1,1,0,1,16171000,1100000,0,950000,2e+06,41600000,1385000,0,51300000,0,0,4e+08,0,3.34e+08,4e+08,0,2.2e+07,0,34460000,1190460000,6,0
12301274323,23,1,43,1,7,1,5,4,130,1,1,0,0,0,1,0,1,1,1,1,0,0,0,13670000,650000,9e+06,950000,5500000,7500000,1020000,0,13902552,0,2.275e+09,2.88e+08,0,0,0,0,1900000,0,20640000,2585540000,9,0
12301274419,23,1,43,1,6,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,25362000,330000,0,2200000,2100000,31220000,890000,650000,47155000,0,0,0,0,8.4e+08,0,0,0,0,1e+07,8.5e+08,4,0
12301274632,23,1,43,1,4,1,6,3,35,0,1,0,0,0,1,0,1,1,1,0,0,0,0,29410000,650000,0,3300000,8e+05,41010000,1920000,11700000,200700000,1.8e+07,0,0,0,0,0,0,0,173700000,2050000,175750000,1,0
12301275121,23,1,43,1,4,1,1,4,100,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10690000,650000,0,4500000,1100000,51220000,1275000,0,19860000,2e+07,3.6e+08,0,0,0,0,0,4e+06,0,20640000,384640000,2,0
12301275135,23,1,43,1,2,1,1,3,40,0,0,0,0,0,1,0,1,1,1,1,0,0,0,28645850,165000,7500000,1200000,870000,26550000,410000,3e+05,426900000,0,0,5.4e+08,1.79e+08,4.2e+08,1.31e+09,0,0,3.73e+08,0,2.822e+09,9,0
12301276525,23,1,43,2,0,1,4,3,75,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12046000,5e+05,3e+06,7820000,3550000,41450000,1300000,0,7816520,0,0,4.5e+08,0,0,0,0,8150000,0,20640000,478790000,2,0
12301276629,23,1,43,1,2,1,4,4,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,18140000,1e+05,1900000,6700000,1450000,36225000,580000,0,133700000,0,1.8e+08,4.8e+08,0,3.6e+08,0,7.2e+07,6e+06,0,0,1.098e+09,5,0
12301276829,23,1,43,2,0,1,4,3,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,24800000,490000,3700000,1e+06,1610000,25250000,735000,2130000,5070000,0,0,0,0,5.5e+08,7e+08,0,4e+06,0,0,1.254e+09,6,0
12301277919,23,1,43,1,5,1,3,3,67,0,1,0,1,0,1,1,1,1,1,1,0,0,0,13382000,1150000,5e+05,4e+05,720000,37300000,1100000,3300000,118295000,0,0,0,1.5e+07,1504700040,3.1e+08,0,0,0,16560000,1846260040,8,0
12301279429,23,1,43,1,4,1,4,8,240,0,1,0,1,0,1,0,1,1,1,1,0,0,0,3707085,1e+06,5800000,5e+05,2590000,158850000,1300000,6e+05,25246000,0,1.011e+09,2.4e+08,3.5e+07,0,0,1.1e+08,2200000,5.91e+08,6600000,1995800000,8,0
12301279435,23,1,43,1,2,1,3,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,19610000,1400000,0,0,1250000,39280000,1110000,4800000,39302500,0,0,4e+08,0,784400000,0,0,0,4.9e+08,19210000,1693610000,7,0
12301279624,23,1,43,1,2,1,1,3,50,0,1,0,1,1,1,0,1,1,1,1,0,0,0,8240000,640000,0,2370000,3850000,31027500,1e+06,0,2077940,0,7.42e+08,1.8e+08,0,1299584000,3.6e+08,0,0,4.95e+08,31560000,3108144000,10,1
12301280635,23,1,43,1,6,1,3,4,80,0,1,0,1,0,1,1,1,1,1,1,0,0,0,18161000,820000,230000,5700000,615000,47349000,1600000,0,20500000,0,0,0,0,0,0,0,2400000,6e+08,0,602400000,3,0
12301280727,23,1,43,1,1,6,3,3,50,0,0,1,0,0,1,0,1,1,0,0,0,0,0,19760000,1400000,11800000,1600000,360000,15430000,420000,318000,147388046,0,3.6e+07,2.64e+08,0,343200000,0,0,0,3.84e+08,0,1027200000,5,0
12301282032,23,1,43,1,4,1,4,3,50,0,0,0,0,0,1,1,1,1,1,1,1,0,0,19760000,7e+05,0,1500000,2550000,28970000,1250000,4700000,240100000,0,2.8e+08,501872000,0,0,0,0,0,0,16600000,798472000,4,0
12301282427,23,1,43,1,1,1,4,3,65,0,1,0,0,0,1,0,1,1,1,1,0,0,0,15500000,320000,13400000,0,8e+05,26350000,1220000,0,244085000,0,8.07e+08,0,0,0,0,0,121850000,0,16900000,945750000,4,0
12301283021,23,1,43,1,7,1,1,4,96,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1895000,1420000,2e+07,1100000,1300000,61900000,990000,4750000,22445000,0,0,1176900000,2.7e+07,0,0,0,12360000,0,32360000,1248620000,6,0
12301283332,23,1,43,1,2,6,1,4,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7110500,1e+06,2490000,0,2e+05,31450000,4e+05,0,1750000,2e+07,0,7.2e+08,0,0,0,0,2700000,0,0,722700000,3,0
12301283335,23,1,43,1,2,1,1,4,68,0,1,0,0,0,1,0,1,1,1,1,1,0,0,22535000,1100000,7e+05,1075000,5e+05,31450000,0,0,155758000,0,4.8e+08,0,2.5e+07,2.74e+08,7.5e+07,0,0,0,20640000,874640000,4,0
12301283835,23,1,43,1,4,1,4,4,87,0,0,0,0,0,1,1,1,1,1,1,0,0,0,37338000,370000,8400000,3e+05,3520000,106130000,1e+06,7e+06,233200000,0,0,0,4.5e+07,0,0,0,0,0,0,4.5e+07,1,0
12302285320,23,1,43,1,4,1,3,4,90,0,1,0,1,0,1,1,1,1,1,1,0,0,0,20112000,1670000,2050000,0,1300000,17925000,9e+05,0,139930000,0,0,480440005,6e+07,2.16e+08,4.87e+08,0,0,1.197e+09,28400000,2468840005,9,0
12309287735,23,1,43,1,7,1,1,4,95,0,1,0,1,0,1,1,1,1,1,1,1,0,1,5635000,1500000,0,2e+06,455000,76780000,2490000,0,375204764,0,6e+07,0,0,0,0,0,2e+06,0,20800000,82800000,1,0
12309288024,23,1,43,1,5,1,3,4,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,20264000,1300000,130000,8e+05,175000,36350000,2400000,550000,6817000,0,0,5.2e+08,0,1177960000,0,0,0,5.7e+08,0,2267960000,9,0
12310289319,23,1,43,1,4,1,1,3,53,0,1,0,0,0,1,0,1,1,1,1,0,0,0,81532500,1950000,2e+05,6900000,470000,18980000,1485000,1040000,78910000,0,8.4e+08,7.77e+08,0,2.4e+08,0,2.8e+08,0,0,0,2.137e+09,8,0
12312289932,23,1,43,1,4,1,1,3,68,0,1,0,1,0,1,0,1,1,1,1,0,0,0,17650000,1600000,3600000,4250000,140000,23190000,1080000,0,17990000,0,4.98e+08,674400000,0,0,0,0,0,6.39e+08,0,1811400000,8,0
12313290623,23,1,43,1,4,1,1,3,70,1,1,0,0,0,1,0,1,1,1,1,1,0,0,18495000,3e+06,6e+05,0,1700000,17385000,810000,0,243434000,3e+07,6.21e+08,0,0,890800000,2.276e+09,0,0,3.76e+08,26560000,4190360000,10,1
12313290732,23,1,43,1,1,1,4,3,60,1,0,1,0,0,1,0,1,1,1,0,0,1,0,22710000,175000,150000,2e+05,120000,11700000,1300000,6750000,33400000,0,2.47e+09,0,0,82500000,2.73e+09,0,3e+06,0,20640000,5306140000,10,1
12319292224,23,1,43,1,2,1,4,3,55,0,1,0,0,0,1,0,1,1,1,1,0,0,0,290000,2e+06,8560000,3500000,1e+06,21400000,1900000,0,98170000,0,3.68e+08,379440003,0,0,0,0,0,415820000,30520000,1193780003,6,0
12319292932,23,1,43,1,2,1,1,5,160,0,1,0,0,0,1,1,1,1,1,1,1,1,0,15634000,150000,0,1200000,5820000,53400000,340000,6e+06,188897997,0,5.4e+08,0,0,0,0,0,1.7e+07,0,16600000,573600000,3,0
12319293135,23,2,43,1,1,5,3,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7335000,2e+05,9140000,9e+05,3270000,12200000,2e+06,450000,3e+06,0,2.02e+08,686400000,4.6e+07,0,0,0,2700000,7.66e+08,1e+07,1713100000,7,0
12321293229,23,1,43,1,1,1,1,3,50,1,1,0,0,0,1,0,1,1,1,1,1,0,0,15830000,2e+06,4200000,960000,4e+05,12715000,550000,0,430800000,0,3.7e+08,9.8e+08,0,1004240000,1481500000,0,0,723120000,20640000,4579500000,10,1
12321293735,23,1,43,1,1,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15687000,1e+06,655000,9e+05,640000,21105000,1395000,150000,466330000,2.3e+08,1.295e+09,0,0,0,0,0,0,0,12360000,1307360000,6,0
12301272132,23,1,44,1,7,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,52294000,1e+06,1100000,350000,820000,74800000,750000,0,28220940,0,0,3.72e+08,0,4e+08,0,0,0,0,0,7.72e+08,4,0
12301272927,23,1,44,1,7,1,1,4,74,0,1,0,1,0,1,1,1,1,1,1,0,0,1,13190200,410000,4700000,7110000,2600000,71930000,4500000,0,112778000,0,5.52e+08,0,6e+07,8.79e+08,0,0,3e+06,0,1e+07,1.504e+09,7,0
12301275123,23,1,44,1,1,1,3,3,48,0,1,0,1,0,1,0,1,1,1,1,0,0,0,17450000,1100000,8170000,3400000,1320000,16400000,1010000,0,124700000,0,0,0,0,0,0,0,0,0,16560000,16560000,1,0
12301275726,23,1,44,1,1,1,4,4,80,0,0,0,1,0,1,0,1,1,1,1,0,0,0,9756000,430000,7e+06,2100000,1300000,47517000,510000,5e+05,202990000,3e+08,6.15e+08,1e+08,0,1.2e+09,0,0,3.2e+08,0,312500000,2547500000,9,0
12301276632,23,1,44,1,1,1,5,3,55,0,0,0,0,0,1,0,1,1,1,1,1,0,0,11490000,2340000,0,1500000,0,4e+07,626000,0,46390000,0,0,0,0,0,0,0,9e+05,0,16600000,17500000,1,0
12301277832,23,1,44,1,4,1,1,5,183,0,1,1,0,0,1,1,1,1,1,1,0,0,1,14418000,8e+05,0,650000,280000,122475000,490000,6500000,3.36e+08,0,6.67e+08,0,0,1180200000,8.95e+09,0,7200000,0,6600000,1.0811e+10,10,1
12301278326,23,1,44,1,1,1,4,3,70,0,0,0,1,0,1,0,1,1,1,1,0,0,0,25775000,390000,2800000,4e+06,1730000,34050000,1e+06,1e+05,28480000,3.5e+07,0,0,0,8.4e+08,2.7e+09,0,0,417500000,0,3957500000,10,1
12301279223,23,1,44,1,2,1,4,8,170,0,1,0,1,0,1,0,1,1,1,1,0,0,0,4970000,650000,450000,5e+06,2470000,123920000,425000,6500000,51250000,0,5.58e+08,7.2e+08,0,115200000,3.115e+09,0,0,4.32e+08,26560000,4966760000,10,1
12301281620,23,1,44,1,1,1,4,3,73,0,0,0,0,1,1,0,1,1,1,0,0,0,0,6887500,1850000,3400000,970000,670000,26350000,775000,0,5790000,0,0,737160000,0,6.7e+08,0,0,1624747,0,24600000,1433384747,6,0
12304291132,23,1,44,1,4,1,5,2,40,1,0,0,0,0,1,0,1,1,1,1,0,0,0,24529500,850000,0,1300000,2375000,20510000,1880000,0,3061940,0,2.1e+08,0,0,1.8e+09,1e+09,0,0,6.72e+08,24600000,3706600000,10,1
12306286922,23,1,44,1,7,1,1,4,100,1,1,0,0,0,1,1,1,1,1,1,1,0,1,17776000,270000,2800000,750000,5e+05,38100000,1030000,3e+06,86100000,0,8e+07,0,1e+07,0,0,0,5250000,841140000,0,936390000,4,0
12312289732,23,1,44,1,4,1,4,3,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9667200,1350000,0,2500000,410000,100270000,630000,2e+05,113581000,0,0,0,0,1711600008,0,0,0,0,38190000,1749790008,8,0
12320285619,23,1,44,1,4,1,1,4,86,1,1,0,0,0,1,0,1,1,1,1,1,0,0,19755000,1650000,0,3e+06,1e+06,15165000,0,1200000,17856000,0,4.8e+08,0,1.5e+07,454200000,6e+08,0,0,0,34600000,1583800000,7,0
12320285735,23,1,44,1,2,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,30960000,150000,3600000,1100000,2e+06,30065000,3960000,0,5160000,0,0,0,3e+07,0,0,0,6e+06,0,54360000,90360000,1,0
12301267229,23,1,45,1,7,1,4,5,140,0,1,0,1,0,1,0,1,1,1,1,0,0,1,11931500,130000,4230000,2e+05,1200000,167900000,1795000,0,11604000,0,0,0,0,0,0,0,0,0,24600000,24600000,1,0
12301267735,23,1,45,1,6,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,0,0,1,11490000,9e+05,0,3600000,150000,107300000,895000,0,59103164,0,6e+08,0,0,1.155e+09,8.5e+08,0,0,0,4.8e+07,2.653e+09,9,0
