jensiat,sen,savad,m.t.s,v.f.s,N.T.M,T.O,S.Z,M.O.B,OTO,MO,DO,ZABT,TV,PC,TEL.H,OJAGH.GAZ,JAROO.B,MASHIN.L,CHARKH.KH,PANKE,MASHIN.Z,H.KHORAKI.NOOSHIDANI,H.ERTEBATAT,H.BEHDASHT,H.HAMLONAGHL,H.KALA.MOT,H.MASKAN,H.MOBLEMAN,H.POOSHAK,KHARID.KALA.BADAVAM,H.SARMAYEGOZARI,DAHAK10
1,39,1,4,1,1,4,90,0,0,0,0,0,1,0,1,1,1,1,1,0,0,27470000,740000,1270000,1200000,0,23750000,950000,350000,135390000,0,0
1,39,1,2,1,3,3,65,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6580000,1230000,1250000,8.00E+05,580000,22620000,0,0,32600000,1.67E+08,0
1,39,1,4,1,3,4,50,0,1,0,0,0,1,1,1,1,1,1,1,0,0,12107150,550000,0,780000,0,18480000,1140000,0,115665000,6.50E+08,0
1,39,1,2,1,1,3,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,18025000,1045000,0,450000,2600000,22900000,1720000,0,2057552,0,0
1,39,1,1,1,1,4,100,1,1,0,0,0,1,0,1,1,1,1,1,0,0,15405000,50000,5.00E+05,3.00E+06,4.00E+05,19365000,1450000,5.00E+05,9050000,2.50E+07,0
1,39,1,7,1,1,4,100,0,1,0,0,0,1,1,1,1,1,1,1,0,1,11683350,630000,3800000,5900000,1980000,58450000,1220000,0,24820000,4.20E+07,1
1,40,1,1,1,5,2,18,0,0,1,0,0,1,0,1,1,1,0,0,0,0,34230000,250000,0,2400000,1800000,31800000,1500000,25900000,111946000,0,0
1,40,1,2,1,1,4,82,0,0,0,0,0,1,0,1,1,1,1,1,0,0,6247800,755000,0,2350000,1630000,51975000,1415000,0,36850000,5.50E+07,0
1,40,1,7,1,3,3,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,21296500,8.00E+05,0,1915000,1750000,46460000,2605000,5.00E+05,64460000,0,1
1,40,1,7,1,4,5,160,0,1,0,0,0,1,1,1,1,1,1,0,0,1,9210000,2400000,4150000,1700000,1150000,153400000,2080000,0,1600000,1.50E+09,0
1,40,1,6,1,3,4,100,0,1,0,0,0,1,1,1,1,1,1,0,0,0,6100000,1.00E+05,5.00E+05,1100000,0,67700000,2480000,5.00E+05,267902399,0,0
1,40,1,8,1,3,6,120,0,1,0,0,0,1,1,1,1,1,1,0,0,1,12312000,3300000,4.00E+05,4700000,0,110200000,1270000,0,42236000,0,0
2,40,1,4,5,1,3,59,0,0,0,0,0,1,0,1,1,1,1,0,0,0,19963000,1400000,0,2500000,1050000,72250000,3410000,0,5952000,0,0
1,40,1,6,1,3,3,60,0,1,1,0,0,1,0,1,1,1,1,0,0,0,17740000,1400000,8050000,2400000,450000,31130000,1930000,8900000,156850000,0,0
1,40,1,6,1,1,2,34,0,1,0,0,0,1,1,1,1,1,1,1,0,1,23887250,6.00E+05,0,9500000,770000,37850000,4.00E+05,0,10290000,0,0
1,40,1,4,1,3,4,80,0,1,0,0,0,1,1,1,1,1,1,1,1,1,5051000,220000,3700000,9.00E+05,870000,47400000,1500000,3700000,276500000,0,0
1,40,1,7,1,1,3,50,0,1,0,0,0,1,1,1,1,1,1,0,0,0,16650000,4.00E+05,7.00E+05,750000,520000,30590000,1200000,4280000,153245000,0,0
2,40,1,6,3,1,3,50,0,1,0,1,0,1,1,1,1,1,1,0,0,0,21407000,1700000,450000,3100000,1270000,46360000,2150000,0,38580000,0,0
1,40,1,2,1,4,4,68,0,0,1,1,0,1,1,1,1,1,1,0,0,0,17575000,1400000,0,5650000,0,47210000,405000,0,28300000,0,0
1,40,1,4,1,1,4,60,0,1,1,1,0,1,1,1,1,1,1,0,0,0,26275000,335000,1950000,2.00E+05,850000,41570000,2450000,0,28900000,0,0
1,40,1,2,1,6,3,50,0,0,1,1,0,1,1,1,1,1,1,0,0,0,87715000,6.00E+05,330000,9.00E+05,2900000,3.10E+07,190000,1200000,33098000,0,0
1,40,1,4,1,1,3,97,0,0,0,0,0,1,0,1,1,1,1,0,0,0,25757000,1100000,50100000,2500000,2400000,37450000,1800000,0,3362716,0,0
1,40,1,4,1,1,4,85,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7080000,550000,2.00E+05,9.00E+05,1640000,62800000,1100000,3200000,146283200,0,0
1,40,2,0,6,1,4,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,19360000,640000,0,5.00E+05,3370000,31300000,7210000,6.00E+05,18100000,0,0
1,40,1,5,1,1,4,74,0,1,0,0,0,1,0,1,1,1,1,0,0,1,18647000,590000,1350000,8.00E+05,730000,3.20E+07,1353000,13400000,5560000,0,0
1,40,2,0,1,4,3,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,8025000,570000,8.00E+05,1250000,6360000,18850000,2140000,15500000,88735000,0,0
1,40,1,2,1,4,3,70,0,0,0,1,0,1,1,1,1,1,1,1,0,0,17620000,350000,0,2500000,3040000,53080000,1860000,2550000,39342000,0,0
1,40,1,2,1,1,4,75,0,1,1,0,0,1,0,1,1,1,1,1,0,1,22985000,1130000,5.00E+05,3500000,990000,41170000,1910000,50000,5445000,2.00E+07,1
1,40,1,4,1,1,4,63,0,1,0,0,0,1,0,1,1,1,1,0,0,0,17135000,720000,315000,4.00E+05,7500000,18790000,1735000,3850000,68265000,0,0
1,40,1,2,1,4,4,75,0,1,0,0,0,1,1,1,1,1,1,0,0,0,28552560,8.00E+05,325000,2800000,6.00E+05,97450000,620000,0,9930000,0,0
1,40,1,4,1,4,4,75,0,0,1,0,0,0,1,1,1,1,1,1,0,1,26433000,1200000,3400000,2500000,0,36630000,170000,750000,58144000,0,1
1,40,1,6,1,3,4,105,0,1,0,0,0,1,1,1,1,1,1,1,0,1,14075500,670000,3.00E+06,450000,5550000,80850000,16750000,1.00E+05,311700000,0,0
2,40,1,4,5,1,4,60,0,0,0,0,0,1,1,1,1,1,1,0,0,1,15860000,1100000,0,3.00E+05,1550000,76350000,1560000,0,143166750,0,0
1,40,1,2,1,1,3,65,0,0,0,0,0,1,0,1,1,1,1,0,0,0,22690000,730000,0,5.00E+05,0,25050000,80000,1700000,14890000,0,0
1,40,1,4,1,1,4,70,0,0,0,1,0,1,1,1,1,1,1,1,0,0,6327500,60000,0,5700000,1100000,22620000,3500000,2800000,131257552,0,0
1,40,1,4,1,1,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,17800000,1307000,615000,1100000,250000,24760000,250000,0,198056000,0,1
1,40,1,4,1,4,3,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,43883500,250000,0,350000,5.00E+05,12050000,3120000,240000,194900000,0,0
1,40,1,4,1,1,3,50,0,0,0,0,0,1,0,1,1,1,0,0,0,0,14055000,2200000,3.00E+05,1350000,420000,20810000,4.00E+05,350000,29410000,0,0
1,40,1,4,1,1,3,55,0,0,0,0,0,1,0,1,1,1,1,1,0,0,9964150,475000,0,1500000,1670000,14955000,1770000,2600000,48450000,0,0
1,40,1,6,1,1,4,85,1,0,0,0,0,1,1,1,1,1,1,0,0,0,36220000,8.00E+05,905000,5500000,5.00E+05,14955000,905000,2.00E+05,28750000,0,0
1,40,1,4,1,1,3,50,1,0,0,0,0,1,0,1,1,1,1,1,0,0,22424650,520000,4700000,2320000,4.00E+05,9570000,720000,8100000,222650000,0,0
1,40,1,1,1,4,3,30,1,0,0,0,0,1,0,1,1,0,0,0,0,0,14035000,350000,0,0,0,6690000,2060000,0,465900000,0,0
1,40,1,5,1,1,4,80,0,0,0,0,0,1,0,1,1,1,1,1,0,1,12508000,1350000,3.00E+05,3500000,3400000,48250000,660000,1500000,2724967832,0,0
1,40,1,1,1,3,3,52,1,0,0,0,0,1,0,1,1,1,1,1,0,0,23115250,750000,5.00E+05,2.00E+06,1235000,10445000,0,0,13600000,0,0
1,40,1,4,1,4,3,75,0,1,0,1,0,1,1,1,1,1,1,0,0,0,24806550,1207000,0,6.00E+06,6810000,36800000,1290000,0,184485600,0,0
1,40,1,1,1,3,6,90,1,0,0,1,0,1,0,1,1,1,1,1,0,1,26390000,8.00E+05,250000,6.00E+06,2.00E+05,2.50E+07,1040000,0,147038000,0,0
1,40,1,1,1,3,3,75,0,0,0,0,0,1,0,1,1,1,0,0,0,0,24900000,1600000,2900000,6.00E+06,2630000,18100000,1340000,4.00E+05,154500000,0,0
1,40,1,4,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,36830000,6.00E+05,2650000,8350000,290000,20935000,0,1.00E+06,96464900,0,0
1,41,1,6,1,1,4,110,0,1,0,0,0,1,1,1,1,1,1,0,0,1,6670500,1750000,0,3.00E+05,1150000,8.60E+07,410000,29440000,383867720,0,0
1,41,1,7,1,1,3,40,0,1,0,0,0,1,1,1,1,1,1,1,0,0,24065000,1640000,590000,2.00E+05,1150000,21615000,1410000,1050000,22984000,0,1
1,41,1,1,1,3,3,42,0,0,0,0,0,1,0,1,1,1,1,0,0,0,17739000,8.00E+05,0,5200000,3.00E+05,29500000,2.00E+06,0,369330000,0,0
1,41,1,4,1,1,3,60,0,0,0,0,0,1,1,1,1,1,1,1,0,0,19837000,1500000,5065000,1.00E+07,1400000,28555000,190000,0,5580000,0,0
1,41,1,6,1,3,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,0,12825000,8.00E+05,5.00E+06,0,9.00E+05,17775000,1200000,250000,99440000,0,0
1,41,1,4,1,3,4,60,0,1,0,0,0,1,1,1,1,1,1,0,0,0,5958600,2.00E+06,9300000,4500000,1250000,35800000,0,0,47660000,0,0
1,41,1,8,1,1,4,65,0,1,0,0,0,1,1,1,1,1,0,0,0,0,31526850,1500000,0,4800000,3550000,51750000,910000,0,89567716,0,0
1,41,1,6,1,6,4,80,0,1,0,0,0,1,1,1,1,1,1,0,0,1,20015000,1380000,0,1.00E+06,9500000,81225000,1900000,8200000,88536000,0,0
1,41,1,6,1,1,4,80,0,1,0,1,0,1,1,1,1,1,1,0,0,1,10325600,2.00E+05,1900000,1030000,450000,77172000,1240000,33250000,16100000,0,0
1,41,1,7,1,5,4,150,0,1,0,0,0,1,1,1,1,1,1,1,0,0,10760000,5050000,11830000,4200000,1.00E+06,71720000,1650000,37500000,2580000,0,0
1,41,1,6,1,5,4,120,0,1,0,0,0,1,1,1,1,1,1,1,0,0,18676500,465000,0,3420000,140000,35415000,2050000,5100000,71733224,0,0
1,41,1,4,1,1,3,46,0,1,1,0,0,1,0,1,1,1,1,0,1,0,13730000,8.00E+05,6600000,1200000,585000,32857000,2150000,2.00E+05,211400000,0,0
1,41,1,5,1,1,3,60,0,1,1,0,0,1,0,1,1,1,1,0,0,0,4450000,850000,3500000,3300000,690000,31350000,85000,0,220350000,0,0
1,41,1,4,1,1,4,74,0,1,0,1,0,1,0,1,1,1,1,0,0,0,47933800,5.00E+05,3.00E+05,0,1.00E+06,31310000,1100000,1.00E+05,133400000,0,0
1,41,1,5,1,1,4,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,18597500,40000,7.00E+05,1.00E+05,2300000,61500000,0,1.00E+05,8320000,0,0
1,41,1,4,1,1,4,90,0,1,1,0,0,1,1,1,1,1,1,0,0,0,6996000,450000,2240000,650000,4500000,71810000,1400000,27300000,240700000,0,0
1,41,1,2,1,1,5,145,0,1,0,1,0,1,1,1,1,1,1,0,0,0,47017500,5.00E+05,5500000,1200000,730000,72920000,430000,18900000,850000,0,0
1,41,1,4,1,1,4,70,0,1,0,1,0,1,1,1,1,1,1,0,0,1,9380000,720000,3.00E+05,5.00E+05,860000,52865000,1180000,0,241560000,0,0
1,41,1,6,1,1,3,47,0,1,0,0,0,1,0,1,1,1,0,0,0,0,6975000,1200000,0,1.10E+07,720000,26470000,750000,0,11350000,0,0
1,41,1,4,1,4,4,86,0,1,1,1,0,1,1,1,1,1,1,1,1,0,8051000,5.00E+05,3080000,2770000,650000,16550000,2020000,0,193014855,0,0
1,41,1,6,1,1,4,105,0,1,0,0,0,1,1,1,1,1,1,0,0,1,20033000,750000,4.00E+05,850000,990000,91920000,16650000,730000,17943164,0,0
1,41,1,2,1,1,4,65,0,1,0,0,0,1,0,1,1,1,1,1,0,0,16298000,330000,1200000,5.00E+05,1150000,26370000,0,0,312847000,0,0
1,41,1,1,1,1,3,56,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7130000,940000,0,3150000,985000,4200000,5650000,3650000,31120000,0,0
1,41,1,1,1,1,4,100,1,1,0,0,0,1,0,1,1,1,1,1,0,0,22720000,580000,5460000,4600000,720000,30965000,880000,1400000,34900000,0,0
1,41,1,2,1,4,3,70,1,0,0,0,0,1,1,1,1,1,0,0,0,0,10987000,350000,1360000,9.00E+05,1750000,12905000,1500000,2.00E+05,108450000,0,0
1,41,1,4,1,4,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,14435000,950000,5900000,9.00E+05,0,23661000,3.00E+06,7400000,823880000,0,0
1,41,1,2,1,1,4,75,0,0,0,0,0,1,0,1,1,1,1,1,0,0,27085000,1500000,140000,6950000,1030000,32880000,380000,1.90E+07,78910752,0,0
1,41,1,1,1,4,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,19758000,50000,9.00E+05,3760000,8.00E+05,6580000,2410000,0,360026000,4.00E+07,0
1,41,1,4,1,3,3,85,0,0,0,0,0,1,0,1,1,1,1,0,0,0,22190000,7.00E+05,1700000,1850000,1610000,81350000,955000,8480000,209638800,0,1
1,41,1,1,1,1,3,60,0,0,0,0,0,1,0,1,1,1,1,1,0,0,12890000,280000,275000,1200000,1300000,20963000,690000,5.00E+05,26106000,0,0
1,42,1,7,1,1,6,180,0,1,0,0,0,1,1,1,1,1,1,0,0,1,24631000,650000,0,2700000,1300000,51820000,0,320000,41120000,0,0
1,42,1,7,1,1,3,110,0,1,0,0,0,1,1,1,1,1,1,1,0,0,9645000,370000,1.00E+06,0,2.80E+07,71620000,7.00E+05,2.00E+05,7621328,0,0
2,42,1,4,1,1,3,60,0,1,0,0,0,1,1,1,1,1,1,1,0,0,38088000,450000,2.00E+05,4500000,495000,30005000,630000,5100000,2563905,1870000,0
1,42,2,0,1,4,4,75,0,0,0,0,0,1,0,1,1,1,1,1,0,0,8037000,7.00E+05,11100000,2400000,1150000,41598000,0,0,3840000,0,0
1,42,1,4,1,3,3,48,0,1,0,0,0,1,1,1,1,1,0,0,0,0,6202500,2900000,0,1700000,350000,52150000,0,5300000,77050000,0,0
1,42,1,4,2,3,3,42,0,1,0,0,0,1,1,1,1,1,1,0,0,0,9255500,2800000,7.00E+05,0,1180000,67420000,1030000,0,26800000,3.00E+07,0
1,42,1,8,1,4,5,135,0,1,0,0,0,1,1,1,1,1,1,1,1,1,10610000,2400000,6140000,0,1360000,103900000,495000,1100000,31800000,0,0
1,42,1,7,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,26623000,1200000,4500000,1900000,9.00E+05,74750000,1300000,0,213900000,0,0
1,42,1,4,2,1,3,64,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15689500,3.00E+05,6760000,2150000,1120000,47600000,2130000,0,143220000,0,0
1,42,1,2,1,6,2,45,0,1,0,0,0,1,1,1,1,1,1,0,0,0,17220000,1785000,1.20E+07,2050000,150000,2.50E+07,1730000,0,389793614,0,0
1,42,1,4,1,5,4,80,0,1,0,0,0,1,0,1,1,1,1,1,0,0,34441750,1200000,2.00E+06,1050000,1850000,41545000,690000,22500000,130515000,0,1
1,42,1,6,1,5,4,92,0,1,0,0,0,1,1,1,1,1,1,1,0,0,19983000,1070000,1.10E+07,1550000,4950000,47395000,2420000,0,12082000,0,0
1,42,1,4,1,4,3,72,0,1,0,0,0,1,1,1,1,1,1,0,0,0,14489000,6.00E+05,11700000,2.00E+05,1330000,37500000,1210000,6.00E+06,3.56E+08,0,0
1,42,1,4,1,1,3,60,0,1,0,1,0,1,1,1,1,1,1,0,0,0,33682900,1600000,0,850000,1300000,41900000,530000,13500000,47720000,0,0
1,42,1,4,1,3,4,67,0,1,1,1,1,1,0,1,1,1,1,0,0,1,15006000,5.00E+05,7950000,1550000,0,50100000,550000,2800000,3877552,0,1
2,42,1,4,1,3,3,55,0,1,1,0,0,1,0,1,1,1,1,0,0,0,16300000,1450000,0,9050000,390000,25450000,4360000,0,18543164,0,0
1,42,1,5,1,1,3,60,0,1,1,1,0,1,0,1,1,1,1,0,0,0,21990000,2100000,9460000,1400000,260000,41995000,1120000,850000,62404004,0,0
1,42,1,4,1,5,4,120,0,0,0,0,0,1,0,1,1,1,1,1,0,0,11100000,110000,4500000,1100000,770000,35395000,2160000,0,2223905,0,0
1,42,1,1,1,1,3,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,6680000,8.00E+05,2.00E+05,7750000,1020000,31230000,1300000,3.00E+06,223170000,0,0
1,42,1,1,1,1,3,110,0,1,1,1,0,1,1,1,1,1,1,0,0,0,7670000,7.00E+05,0,3300000,2850000,61550000,1460000,4850000,373992840,0,0
1,42,1,1,1,4,3,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,12600000,1250000,0,5200000,2040000,21960000,2920000,0,97080000,0,0
1,42,1,1,1,3,3,55,0,0,0,0,0,1,1,1,1,1,1,0,0,0,14261000,450000,4600000,8.00E+06,1560000,25480000,1550000,0,79324000,0,0
1,42,1,5,1,1,4,100,0,1,0,1,0,1,1,1,1,1,1,0,0,0,8530000,3.00E+05,0,4100000,2385000,57170000,5080000,1.00E+05,308220000,0,0
1,42,1,4,1,5,2,35,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15935000,1120000,25500000,280000,1050000,43900000,3.00E+05,4400000,155050000,0,0
1,42,1,1,1,3,4,75,0,0,0,0,0,1,0,1,1,1,0,0,0,0,37485000,580000,0,0,150000,30095000,2880000,5.00E+05,207700000,0,0
1,42,1,1,1,1,3,80,1,1,0,0,0,1,0,1,1,1,1,1,0,0,14995000,1580000,350000,2.00E+06,930000,14105000,8975000,450000,62357552,0,0
1,42,1,1,1,3,4,95,0,1,0,0,0,1,0,1,1,1,1,1,0,0,19483000,9.00E+05,0,3100000,7900000,14055000,3345000,0,75282696,0,1
1,42,1,1,1,3,4,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,41170000,9.00E+05,0,7200000,0,22200000,4590000,33400000,100105681,0,0
1,42,1,4,1,1,5,105,0,1,0,0,0,1,0,1,1,1,1,1,0,0,39493000,1400000,3.00E+05,3400000,180000,3.20E+07,0,29900000,465852000,0,0
1,42,2,0,1,4,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9631000,2500000,0,890000,450000,31200000,2490000,950000,12170000,0,0
1,42,1,5,1,3,4,85,0,0,1,0,0,1,1,1,1,1,1,1,0,0,15830000,450000,5.70E+07,8.00E+05,1050000,19795000,1650000,2.00E+05,159650000,0,0
1,42,1,1,1,1,3,70,1,1,0,0,0,1,0,1,1,1,1,1,0,0,13620000,150000,2.00E+06,290000,1050000,14090000,850000,0,498470000,0,0
1,42,1,4,1,3,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,10424400,1250000,0,1.00E+06,330000,16200000,1400000,950000,258310000,0,0
1,42,1,1,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,8680000,130000,0,2200000,570000,24900000,1080000,0,16357552,0,0
1,42,1,4,1,1,4,97,0,0,0,1,0,1,0,1,1,1,1,0,0,0,9400000,6.00E+05,60050000,0,1300000,31980000,260000,5800000,5910000,0,0
1,42,1,4,1,1,3,50,0,1,0,0,0,1,0,1,1,1,1,1,0,0,8380800,1.00E+06,0,1010000,1110000,46050000,505000,2900000,451660000,0,0
1,42,1,4,3,1,4,90,0,1,0,0,0,1,1,1,1,1,1,0,0,0,13610000,2350000,1200000,210000,0,19400000,390000,5.00E+05,483130000,0,0
1,42,1,4,1,1,4,110,0,1,0,0,0,1,1,1,1,1,1,0,0,0,34090000,1850000,0,3700000,9.00E+05,4350000,1830000,3.00E+06,60660000,0,0
1,42,1,4,3,3,3,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16190800,350000,0,9.00E+05,0,10800000,1675000,380000,10240000,0,1
1,42,1,6,1,1,4,90,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16290000,9.00E+05,270000,9.00E+05,4.00E+05,21200000,3.00E+06,5260000,290700000,0,0
1,42,1,4,1,1,4,100,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9695000,350000,18980000,5825000,1620000,18740000,1060000,650000,420000,0,0
1,42,1,1,1,3,3,65,0,1,0,0,0,1,1,1,1,1,1,1,0,0,4465000,780000,0,6.00E+06,1210000,43950000,1060000,3.00E+05,31850000,0,0
1,42,1,2,2,1,3,80,1,0,0,0,0,1,0,1,1,1,1,0,0,0,16070000,6.00E+05,2.00E+05,2.00E+06,1400000,36415000,440000,0,41660000,0,0
1,43,1,6,2,3,4,100,0,0,0,0,0,1,1,1,1,1,1,0,0,1,17266000,810000,4860000,7.00E+06,990000,142100000,2670000,5870000,563535000,2.00E+07,0
1,43,1,1,1,1,4,65,0,1,0,0,0,1,1,1,1,1,1,0,0,0,33782500,0,0,4.00E+05,2250000,182300000,3370000,0,135590000,0,0
1,43,1,2,1,1,3,45,0,1,0,0,0,1,0,1,1,1,1,1,0,0,16047000,6.00E+05,2.00E+05,2.00E+05,970000,27750000,1665000,7.00E+05,138540000,0,0
1,43,1,7,1,6,3,70,0,0,0,1,0,1,1,1,1,1,1,0,0,1,15392500,1440000,0,4.00E+06,670000,71050000,1930000,490000,2680000,3.10E+08,0
1,43,1,1,1,3,5,75,0,1,0,0,0,1,0,1,1,1,1,1,0,1,16171000,1100000,0,950000,2.00E+06,41600000,1385000,0,51300000,0,0
1,43,1,7,1,5,4,130,1,1,0,0,0,1,0,1,1,1,1,0,0,0,13670000,650000,9.00E+06,950000,5500000,7500000,1020000,0,13902552,0,0
1,43,1,6,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,25362000,330000,0,2200000,2100000,31220000,890000,650000,47155000,0,0
1,43,1,4,1,6,3,35,0,1,0,0,0,1,0,1,1,1,0,0,0,0,29410000,650000,0,3300000,8.00E+05,41010000,1920000,11700000,200700000,1.80E+07,0
1,43,1,4,1,1,4,100,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10690000,650000,0,4500000,1100000,51220000,1275000,0,19860000,2.00E+07,0
1,43,1,2,1,1,3,40,0,0,0,0,0,1,0,1,1,1,1,0,0,0,28645850,165000,7500000,1200000,870000,26550000,410000,3.00E+05,426900000,0,0
1,43,2,0,1,4,3,75,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12046000,5.00E+05,3.00E+06,7820000,3550000,41450000,1300000,0,7816520,0,0
1,43,1,2,1,4,4,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,18140000,1.00E+05,1900000,6700000,1450000,36225000,580000,0,133700000,0,0
1,43,2,0,1,4,3,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,24800000,490000,3700000,1.00E+06,1610000,25250000,735000,2130000,5070000,0,0
1,43,1,5,1,3,3,67,0,1,0,1,0,1,1,1,1,1,1,0,0,0,13382000,1150000,5.00E+05,4.00E+05,720000,37300000,1100000,3300000,118295000,0,0
1,43,1,4,1,4,8,240,0,1,0,1,0,1,0,1,1,1,1,0,0,0,3707085,1.00E+06,5800000,5.00E+05,2590000,158850000,1300000,6.00E+05,25246000,0,0
1,43,1,2,1,3,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,19610000,1400000,0,0,1250000,39280000,1110000,4800000,39302500,0,0
1,43,1,2,1,1,3,50,0,1,0,1,1,1,0,1,1,1,1,0,0,0,8240000,640000,0,2370000,3850000,31027500,1.00E+06,0,2077940,0,1
1,43,1,6,1,3,4,80,0,1,0,1,0,1,1,1,1,1,1,0,0,0,18161000,820000,230000,5700000,615000,47349000,1600000,0,20500000,0,0
1,43,1,1,6,3,3,50,0,0,1,0,0,1,0,1,1,0,0,0,0,0,19760000,1400000,11800000,1600000,360000,15430000,420000,318000,147388046,0,0
1,43,1,4,1,4,3,50,0,0,0,0,0,1,1,1,1,1,1,1,0,0,19760000,7.00E+05,0,1500000,2550000,28970000,1250000,4700000,240100000,0,0
1,43,1,1,1,4,3,65,0,1,0,0,0,1,0,1,1,1,1,0,0,0,15500000,320000,13400000,0,8.00E+05,26350000,1220000,0,244085000,0,0
1,43,1,7,1,1,4,96,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1895000,1420000,2.00E+07,1100000,1300000,61900000,990000,4750000,22445000,0,0
1,43,1,2,6,1,4,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7110500,1.00E+06,2490000,0,2.00E+05,31450000,4.00E+05,0,1750000,2.00E+07,0
1,43,1,2,1,1,4,68,0,1,0,0,0,1,0,1,1,1,1,1,0,0,22535000,1100000,7.00E+05,1075000,5.00E+05,31450000,0,0,155758000,0,0
1,43,1,4,1,4,4,87,0,0,0,0,0,1,1,1,1,1,1,0,0,0,37338000,370000,8400000,3.00E+05,3520000,106130000,1.00E+06,7.00E+06,233200000,0,0
1,43,1,4,1,3,4,90,0,1,0,1,0,1,1,1,1,1,1,0,0,0,20112000,1670000,2050000,0,1300000,17925000,9.00E+05,0,139930000,0,0
1,43,1,7,1,1,4,95,0,1,0,1,0,1,1,1,1,1,1,1,0,1,5635000,1500000,0,2.00E+06,455000,76780000,2490000,0,375204764,0,0
1,43,1,5,1,3,4,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,20264000,1300000,130000,8.00E+05,175000,36350000,2400000,550000,6817000,0,0
1,43,1,4,1,1,3,53,0,1,0,0,0,1,0,1,1,1,1,0,0,0,81532500,1950000,2.00E+05,6900000,470000,18980000,1485000,1040000,78910000,0,0
1,43,1,4,1,1,3,68,0,1,0,1,0,1,0,1,1,1,1,0,0,0,17650000,1600000,3600000,4250000,140000,23190000,1080000,0,17990000,0,0
1,43,1,4,1,1,3,70,1,1,0,0,0,1,0,1,1,1,1,1,0,0,18495000,3.00E+06,6.00E+05,0,1700000,17385000,810000,0,243434000,3.00E+07,1
1,43,1,1,1,4,3,60,1,0,1,0,0,1,0,1,1,1,0,0,1,0,22710000,175000,150000,2.00E+05,120000,11700000,1300000,6750000,33400000,0,1
1,43,1,2,1,4,3,55,0,1,0,0,0,1,0,1,1,1,1,0,0,0,290000,2.00E+06,8560000,3500000,1.00E+06,21400000,1900000,0,98170000,0,0
1,43,1,2,1,1,5,160,0,1,0,0,0,1,1,1,1,1,1,1,1,0,15634000,150000,0,1200000,5820000,53400000,340000,6.00E+06,188897997,0,0
2,43,1,1,5,3,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7335000,2.00E+05,9140000,9.00E+05,3270000,12200000,2.00E+06,450000,3.00E+06,0,0
1,43,1,1,1,1,3,50,1,1,0,0,0,1,0,1,1,1,1,1,0,0,15830000,2.00E+06,4200000,960000,4.00E+05,12715000,550000,0,430800000,0,1
1,43,1,1,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15687000,1.00E+06,655000,9.00E+05,640000,21105000,1395000,150000,466330000,2.30E+08,0
1,44,1,7,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,52294000,1.00E+06,1100000,350000,820000,74800000,750000,0,28220940,0,0
1,44,1,7,1,1,4,74,0,1,0,1,0,1,1,1,1,1,1,0,0,1,13190200,410000,4700000,7110000,2600000,71930000,4500000,0,112778000,0,0
1,44,1,1,1,3,3,48,0,1,0,1,0,1,0,1,1,1,1,0,0,0,17450000,1100000,8170000,3400000,1320000,16400000,1010000,0,124700000,0,0
