jensiat,sen,savad,m.t.s,v.f.s,N.T.M,T.O,S.Z,M.O.B,OTO,MO,DO,ZABT,TV,PC,TEL.H,OJAGH.GAZ,JAROO.B,MASHIN.L,CHARKH.KH,PANKE,MASHIN.Z,H.KHORAKI.NOOSHIDANI,H.ERTEBATAT,H.BEHDASHT,H.HAMLONAGHL,H.KALA.MOT,H.MASKAN,H.MOBLEMAN,H.POOSHAK,KHARID.KALA.BADAVAM,H.SARMAYEGOZARI,DAHAK10
1,34,1,6,1,1,4,63,0,1,0,0,0,1,0,1,1,1,1,0,0,0,6436500,5.00E+05,1.00E+06,2.00E+06,0,26650000,880000,5.00E+05,3.07E+08,0,0
1,34,1,4,1,3,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7122500,1200000,1530000,2500000,150000,22880000,150000,0,150080000,0,0
1,34,1,6,1,3,4,67,0,1,0,0,0,1,0,1,1,1,1,0,0,0,23865000,3.00E+05,550000,11330000,770000,26200000,2375000,0,24330000,0,0
1,34,2,0,1,4,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,31457000,8.00E+05,3350000,2700000,260000,21891000,2690000,5.00E+06,35460000,0,0
1,34,1,6,1,6,4,135,0,1,0,0,0,1,1,1,1,1,1,1,0,0,13340000,1400000,5.00E+05,1500000,650000,32870000,2030000,1200000,716682996,0,0
1,34,1,4,1,3,4,85,1,1,0,0,0,1,0,1,1,1,1,1,0,0,13759000,156000,1500000,5500000,270000,36600000,790000,1500000,256020000,0,0
1,34,1,1,1,4,3,75,0,0,0,0,0,1,0,1,1,0,0,0,0,0,16870000,1800000,6500000,60000,1610000,12870000,935000,0,182036000,0,0
1,34,1,4,1,4,3,45,0,0,0,0,0,1,0,1,1,1,1,1,0,0,10760000,2300000,1700000,9.00E+05,1850000,22750000,1045000,15400000,363750000,0,0
1,34,1,4,6,6,2,49,1,0,0,0,0,1,0,1,1,1,0,0,0,0,19830000,350000,1400000,2900000,4.00E+05,22700000,1785000,1.00E+06,10998000,3.70E+07,0
1,34,1,4,1,4,4,85,0,0,0,0,0,1,0,1,1,1,1,1,0,0,10026000,1050000,0,2.00E+06,1170000,31015000,0,2600000,292510000,0,0
1,34,1,4,1,4,3,54,0,0,0,0,0,1,0,1,1,1,1,0,0,0,14677000,350000,3325000,9.00E+05,950000,16615000,3300000,1500000,972204300,0,0
1,35,1,6,1,3,4,130,0,1,0,0,0,1,0,1,1,1,1,1,0,0,17240700,2.00E+06,0,1050000,1.00E+05,71850000,375000,0,151500000,0,0
1,35,1,7,1,3,4,106,0,0,0,0,0,1,1,1,1,1,1,0,0,0,4610000,1250000,0,0,6.00E+05,66200000,4090000,7.00E+05,149720000,0,0
1,35,1,5,1,1,4,120,0,0,0,0,0,1,0,1,1,1,1,1,0,0,20120000,850000,7.00E+05,1720000,1015000,61435000,1050000,0,5980000,0,0
1,35,1,5,1,6,3,72,0,1,0,0,0,0,0,1,1,1,1,1,0,0,34634000,8.00E+05,2300000,1300000,770000,41835000,0,0,34600000,0,0
1,35,1,7,1,4,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,0,7190000,2250000,8135000,7.00E+05,2500000,67500000,0,0,22804000,0,0
1,35,1,6,1,4,4,67,0,0,0,0,0,1,0,1,1,1,1,0,0,0,37464500,140000,5.00E+05,3800000,3500000,46600000,3460000,0,139960000,0,0
1,35,1,6,1,3,4,63,0,1,0,0,0,1,1,1,1,1,1,0,0,0,32870000,1300000,1500000,450000,4.00E+05,42700000,1200000,14200000,5418716,0,0
1,35,1,6,1,1,4,68,0,1,0,0,0,1,1,1,1,1,1,0,0,0,3999000,640000,7050000,8400000,885000,36390000,2720000,350000,165200000,0,0
1,35,1,7,1,3,4,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,11014500,5.00E+05,8830000,5600000,1050000,26320000,730000,850000,393632208,0,0
1,35,1,2,1,1,3,47,0,1,0,0,0,1,0,1,1,1,1,0,0,0,31214800,540000,1500000,950000,2055000,31400000,1250000,330000,36712000,0,0
1,35,1,5,1,1,3,48,0,0,0,0,0,1,1,1,1,1,1,0,0,0,31270000,1870000,2540000,650000,920000,51530000,6.00E+05,10500000,27200000,0,0
1,35,1,6,1,5,4,120,0,1,0,0,0,1,0,1,1,1,1,1,0,0,13280000,2100000,0,5500000,4518000,35235000,370000,0,182500000,0,0
1,35,1,4,1,1,4,65,0,1,0,1,1,1,0,1,1,1,1,0,0,1,5070000,1125000,150000,0,3.00E+05,46900000,4540000,0,31020000,0,0
1,35,1,4,1,4,3,70,0,1,1,1,1,1,1,1,1,1,1,0,0,1,4.90E+07,690000,3.00E+05,2.00E+05,4450000,56660000,1710000,0,25320000,0,0
2,35,1,5,1,1,2,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,17852000,2980000,0,6.00E+05,450000,31450000,1310000,1600000,5647164,0,0
1,35,1,4,1,1,3,57,0,1,1,0,0,1,1,1,1,1,1,0,0,0,21165000,1600000,2350000,1150000,270000,40800000,870000,0,240000,0,0
1,35,2,0,1,4,3,60,0,0,0,0,0,1,0,1,1,0,0,1,0,0,11183000,3.00E+05,0,4500000,0,9600000,4250000,4.00E+06,111793385,0,0
1,35,2,0,1,4,3,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31938000,670000,650000,4.00E+05,2680000,18730000,3150000,0,44590000,0,0
1,35,2,0,1,3,3,70,0,0,0,0,1,1,0,1,1,0,1,1,0,0,5250000,1400000,12850000,1120000,7790000,54475000,1760000,4300000,52105000,3.00E+07,0
1,35,1,4,1,1,4,85,0,1,1,0,0,1,0,1,1,1,1,0,0,0,23293200,950000,1700000,2500000,1300000,31650000,1800000,7.00E+05,244860000,0,0
1,35,1,2,1,4,4,85,0,0,0,0,0,1,0,1,1,1,1,1,0,0,23080500,2650000,4800000,3300000,650000,14835000,845000,0,1300000,4.00E+08,0
1,35,1,4,1,3,3,60,1,0,0,0,0,1,0,1,1,1,1,1,0,0,19926500,9.00E+05,1720000,1500000,8.00E+05,9026000,1010000,5850000,61429000,0,0
1,35,1,2,1,6,3,60,1,0,0,0,0,1,1,1,1,1,1,1,0,0,34569000,1200000,1200000,2.00E+06,0,9125000,890000,0,225705000,0,1
1,35,1,1,1,4,4,120,1,0,0,0,0,1,0,1,1,1,1,0,0,0,15830000,1500000,0,1800000,2.00E+05,21605000,450000,5100000,95380000,0,0
1,35,1,4,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,15147000,4920000,0,7150000,2600000,28180000,1830000,160000,41530000,0,1
1,35,1,1,1,3,3,80,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16680000,720000,12600000,1300000,110000,21930000,590000,0,152050000,0,0
1,35,1,1,1,1,3,40,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16593000,8.00E+05,0,1460000,530000,31190000,8190000,0,85140000,0,0
2,35,1,4,2,1,4,65,0,1,0,0,0,1,0,1,1,1,1,0,0,0,17750000,5.00E+05,6.00E+05,3250000,6.00E+05,41730000,870000,2.30E+07,168900000,0,0
1,35,1,4,2,1,4,100,0,0,0,0,0,1,0,1,1,1,1,0,0,0,20335000,0,0,3500000,690000,24800000,1865000,3.00E+06,163810000,0,0
1,35,2,0,1,4,4,85,0,1,0,0,0,1,0,1,1,1,1,0,0,0,18908000,9.00E+05,0,2500000,6100000,43450000,1075000,0,89150000,0,1
1,35,1,1,1,4,3,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,17225000,4.00E+05,0,4200000,90000,15880000,990000,0,265310000,0,0
1,35,1,6,1,4,3,65,0,1,0,0,0,1,0,1,1,1,1,0,0,0,11281000,250000,0,3030000,1230000,19900000,560000,0,123522139,0,0
1,35,1,1,1,4,3,54,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10075000,8.00E+05,1100000,9.00E+05,6.00E+05,12700000,2240000,0,1500000,0,0
2,35,1,2,5,3,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,11098500,570000,0,1200000,0,18800000,4110000,0,846000,0,0
1,35,1,2,1,1,2,30,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10534000,1880000,260000,3.00E+05,640000,25540000,0,0,253580000,0,0
1,35,1,4,1,3,3,60,0,0,0,0,0,1,1,1,1,1,1,0,0,1,26738000,480000,0,1700000,350000,24656000,1390000,0,10600000,0,0
1,36,1,7,1,1,4,105,0,1,0,1,0,1,1,1,1,1,1,0,0,1,39722000,1.00E+06,17200000,3.00E+06,970000,110340000,2450000,640000,39540000,0,0
1,36,1,2,1,4,3,70,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2213760,1700000,1300000,1160000,390000,47900000,1010000,22950000,22760000,0,0
1,36,1,2,1,1,4,34,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7741000,3500000,1850000,0,1340000,38100000,3020000,1050000,40450000,0,0
1,36,1,2,1,3,4,60,0,1,0,0,0,1,1,1,1,1,1,1,1,0,9100400,1625000,3800000,2450000,6400000,67500000,1850000,0,23940000,0,0
1,36,1,7,1,1,3,50,0,1,0,0,0,1,1,1,1,1,1,1,0,1,11484100,3700000,0,5.00E+05,3040000,31800000,3820000,150000,10005140,0,0
1,36,1,8,1,3,4,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,8036000,3450000,2200000,2900000,1350000,35440000,1140000,1.00E+06,31900000,0,0
1,36,1,5,1,4,3,45,0,1,0,0,0,1,0,1,1,1,0,0,0,0,19175000,2200000,0,950000,2350000,21300000,0,180000,132082000,0,0
1,36,1,7,1,3,3,45,0,0,0,0,0,1,1,1,1,1,1,0,0,0,30120000,1150000,7500000,9.00E+05,480000,61650000,420000,2350000,39850000,0,0
1,36,1,2,1,4,4,85,0,1,1,0,0,1,0,1,1,1,1,0,0,0,98148300,1500000,950000,1350000,3200000,61810000,1065000,4550000,41815216,0,0
1,36,1,7,1,4,4,85,0,0,1,1,0,1,1,1,1,1,1,0,0,0,66670973,0,1840000,4.00E+05,1480000,61450000,2500000,350000,228297000,0,0
1,36,1,6,1,5,4,140,0,1,0,0,0,0,1,1,1,1,1,1,0,0,12119000,350000,0,1400000,320000,71955000,420000,0,22300000,0,0
1,36,1,6,1,3,3,58,0,1,0,0,0,1,1,1,1,1,1,1,1,0,32465000,1500000,4.00E+05,4.00E+05,640000,42880000,710000,10910000,148500000,0,0
1,36,1,1,1,4,5,70,0,0,0,0,0,1,0,1,1,1,0,0,0,0,13870000,770000,535000,1.00E+06,395000,46380000,430000,6.00E+05,33950000,0,0
1,36,1,4,1,4,2,35,0,0,0,0,0,1,0,1,1,1,1,0,0,0,21372000,50000,10450000,2250000,1250000,15920000,715000,630000,112102000,0,0
1,36,1,2,1,1,3,43,0,1,1,0,0,1,0,1,1,1,1,0,0,0,10182000,1150000,3580000,3.00E+06,1230000,45620000,760000,5.00E+05,389836000,0,0
1,36,1,1,1,4,3,70,0,0,0,0,0,1,0,1,1,0,1,1,0,0,26586000,1380000,0,4.00E+05,1245000,55370000,0,5500000,67370000,0,0
1,36,1,1,1,4,3,65,0,0,0,0,0,1,0,1,1,1,0,0,0,0,9690000,840000,1950000,1450000,630000,22210000,1380000,250000,51040000,0,0
1,36,2,0,1,4,3,40,0,0,0,1,0,1,0,1,1,0,1,0,0,0,7347000,2800000,0,1650000,350000,28030000,3700000,1700000,4.00E+05,0,0
1,36,1,6,1,6,4,75,0,0,1,1,0,1,1,1,1,1,1,0,0,1,8885000,1200000,3300000,13700000,420000,57490000,740000,0,254448776,2.00E+07,0
1,36,1,7,1,1,3,107,0,1,0,1,0,1,1,1,1,1,1,0,0,1,26855000,0,1570000,0,3220000,103840000,1470000,2300000,163100000,0,0
1,36,1,7,1,6,5,168,0,1,0,1,0,1,1,1,1,1,1,1,0,1,20958500,470000,0,3.00E+05,450000,82950000,11720000,3500000,162044936,0,0
1,36,1,4,1,1,4,67,0,0,0,0,0,1,1,1,1,1,1,0,0,1,850000,3.00E+05,0,7500000,880000,31900000,1460000,0,120750000,0,0
1,36,1,2,1,4,3,65,1,0,0,0,0,1,0,1,1,1,1,0,0,0,19361500,830000,0,2300000,6.00E+05,9830000,130000,0,344550000,0,0
1,36,1,4,1,1,3,50,1,0,0,0,0,1,0,1,1,1,1,1,0,0,15830000,5.00E+05,20755000,0,780000,14555000,650000,32800000,66864000,0,0
1,36,1,5,1,6,4,110,0,1,0,0,0,1,1,1,1,1,1,1,0,0,15830000,547000,0,4800000,1170000,32200000,925000,3300000,33030000,0,0
1,36,1,7,1,1,4,94,0,1,0,1,0,1,0,1,1,1,1,1,0,0,8473000,1500000,550000,9.00E+05,4630000,51700000,0,0,1057552,0,0
1,36,1,5,1,1,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,0,6940000,8.00E+05,0,2700000,3790000,28940000,2100000,0,5160000,0,0
1,36,1,4,1,3,3,100,0,1,0,0,0,1,0,1,1,1,1,0,0,0,23482336,480000,1590000,2150000,735000,19610000,250000,1.00E+06,176595000,0,0
1,36,1,7,1,3,3,70,0,1,0,0,0,1,1,1,1,1,1,1,0,1,10854500,8.00E+05,0,4800000,450000,25500000,1040000,550000,45497000,1.00E+10,1
1,36,1,1,1,3,3,45,1,0,0,0,0,1,0,1,1,1,1,1,0,0,10144680,1150000,0,0,1100000,15230000,520000,7.00E+05,1405860000,4.80E+07,1
2,36,1,1,1,4,4,72,0,0,0,0,0,1,0,1,1,1,0,1,0,0,12455000,1.00E+06,150000,1580000,750000,17630000,1200000,0,16900000,0,0
1,36,1,2,1,1,4,80,1,0,0,0,0,1,0,1,1,1,1,1,0,0,20343000,2500000,2680000,1300000,2220000,26075000,374000,3.00E+05,359015000,0,0
1,36,1,4,1,4,4,85,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9420000,350000,10150000,0,2650000,3.10E+07,1110000,350000,66740000,0,0
1,36,2,0,1,3,3,75,1,0,1,0,0,1,0,1,1,1,1,0,0,0,26299900,1.00E+06,0,2500000,4.00E+05,13800000,480000,3500000,1107900000,0,0
1,36,1,2,1,4,3,70,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1760000,530000,1500000,1800000,1440000,153910000,7.00E+05,0,140504000,0,0
1,36,1,2,1,4,3,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,12705000,2700000,770000,1500000,0,11600000,2830000,3.00E+05,4250000,0,0
1,36,1,2,1,1,3,50,0,1,0,0,0,1,0,1,1,1,1,0,0,0,14170000,850000,0,1650000,3920000,13100000,680000,0,283360000,0,0
1,36,1,4,1,1,4,70,0,0,1,0,0,1,1,1,1,1,1,0,0,0,10435000,1150000,1.00E+07,5800000,3860000,23850000,2.00E+06,0,236215000,0,0
1,37,1,7,1,4,4,125,0,1,0,0,0,1,1,1,1,1,1,1,0,0,10272000,1030000,0,6.00E+05,2.00E+05,123035000,0,250000,728776,0,0
2,37,1,4,1,1,4,100,0,0,0,0,0,1,1,1,1,1,1,1,0,0,17723000,8.00E+05,6430000,1400000,120000,80500000,410000,0,78708000,0,0
1,37,1,4,1,6,3,70,0,1,1,0,0,1,0,1,1,1,1,0,0,0,12545000,2.00E+06,1.00E+06,6600000,7.00E+05,55700000,1840000,50000,187895566,0,0
1,37,1,7,1,1,4,80,0,1,0,0,0,1,1,1,1,1,1,1,1,1,15830000,1100000,2275000,230000,690000,91750000,1550000,0,164100000,0,0
1,37,1,2,1,3,3,50,0,0,0,1,0,1,0,1,1,1,1,0,0,0,24763200,1100000,8.00E+05,2750000,370000,11700000,2200000,0,204680000,0,0
1,37,1,4,1,3,3,58,0,0,0,1,0,1,0,1,1,1,1,0,0,0,19848500,7.00E+05,1800000,2250000,2.00E+05,16220000,2030000,0,32896000,0,0
1,37,1,2,1,4,3,48,0,0,0,1,0,1,0,1,1,1,1,0,0,0,18295000,2700000,1560000,2100000,525000,16120000,3435000,0,328799000,0,0
1,37,1,4,1,1,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,22027000,650000,4.00E+06,1400000,4900000,16690000,635000,5400000,28150000,0,0
1,37,1,1,1,3,3,55,0,0,0,1,0,1,0,1,1,1,1,0,1,0,31419800,630000,2250000,1500000,1550000,15750000,2500000,1500000,29270000,9.00E+07,0
1,37,1,4,1,1,4,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,25749000,2030000,6.00E+05,750000,1105000,22750000,2250000,0,204010000,0,0
1,37,1,1,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,50020000,620000,2860000,2.00E+06,1490000,62720000,720000,0,334020000,0,0
1,37,1,2,1,1,3,68,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1.10E+07,1500000,0,3900000,0,27250000,1060000,5200000,160475998,0,0
1,37,1,6,1,1,3,85,0,1,0,0,0,1,1,1,1,1,1,1,0,0,13173000,1700000,3700000,1650000,1.00E+06,25200000,720000,18500000,70600000,0,0
1,37,1,6,1,4,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,0,21692550,2.00E+05,0,2.00E+06,880000,17150000,1215000,0,276773600,0,0
1,37,1,4,2,1,3,53,0,0,0,0,0,1,0,1,1,1,1,1,0,0,9590000,40000,450000,2.00E+06,2765000,18770000,4320000,0,50000,0,1
1,37,1,5,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,23530000,50000,3800000,2500000,1130000,26250000,470000,0,115445000,0,0
1,37,2,0,1,1,3,43,1,0,0,0,0,1,0,1,1,1,1,0,0,0,17790000,950000,2150000,1650000,5470000,22550000,1500000,0,97350000,0,0
1,37,1,4,5,1,3,40,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15791400,210000,2300000,3.00E+06,3890000,3470000,0,150000,3380000,0,1
1,37,1,2,1,1,3,45,1,1,0,0,0,1,0,1,1,1,1,0,0,0,19960000,3.00E+05,0,0,0,10840000,3.00E+05,3100000,69570000,0,0
1,37,1,5,1,1,4,95,0,1,0,0,0,1,1,1,1,1,1,1,0,0,17970000,1050000,5.00E+05,1800000,1890000,16165000,710000,450000,45695000,0,0
1,38,1,7,1,1,4,90,0,1,1,0,0,1,1,1,1,1,1,1,0,1,35783000,1.00E+06,0,540000,1020000,81200000,1380000,12200000,41660752,0,0
1,38,1,7,1,1,5,150,0,1,0,0,0,1,1,1,1,1,1,1,0,1,13871000,6.00E+05,1900000,550000,1870000,92500000,1900000,0,179731000,0,0
1,38,1,7,1,1,4,100,0,1,0,0,0,1,1,1,1,1,1,0,0,0,11362000,4.00E+05,980000,280000,1080000,89160000,830000,250000,7110000,0,0
2,38,1,6,1,1,3,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15830000,1600000,0,6.00E+05,650000,36535000,0,0,543650000,0,1
1,38,1,7,1,1,4,71,0,1,0,0,0,1,1,1,1,1,1,1,0,0,6544020,290000,1670000,0,1800000,101820000,8350000,0,8792000,4.00E+07,0
1,38,1,4,1,1,3,45,0,1,0,0,0,1,0,1,1,1,1,1,0,0,21100000,755000,5.00E+05,1700000,3260000,36495000,3010000,16100000,35270000,0,0
1,38,1,4,1,5,4,110,0,1,1,0,0,1,1,1,1,1,1,0,0,0,5480000,175000,4.00E+05,1.00E+06,1470000,56485000,1600000,0,4.90E+07,0,0
1,38,1,4,1,1,4,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,48112000,5.00E+05,2.00E+05,0,150000,51500000,1040000,0,34280000,0,0
1,38,1,4,1,4,4,90,0,1,0,0,0,1,0,1,1,1,1,0,0,0,17205000,1800000,0,1200000,3410000,46100000,2500000,0,407100000,9.00E+07,0
2,38,1,2,3,3,3,60,0,0,0,0,0,1,1,1,1,1,1,0,0,0,42050000,7.00E+05,0,0,3.00E+06,87900000,950000,6160000,170900000,2.00E+07,1
1,38,1,4,1,1,4,63,0,1,1,0,0,1,0,1,1,1,1,0,0,0,29385000,950000,0,1.00E+06,1130000,46900000,1420000,0,31820000,0,0
2,38,1,4,1,3,4,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,23905500,1350000,0,1500000,1090000,3.90E+07,1200000,0,650000,0,0
1,38,1,4,1,6,2,40,0,0,1,0,0,1,0,1,1,1,1,0,0,0,21755000,3.00E+05,2200000,5.00E+06,3500000,27750000,8.00E+05,5300000,128927000,0,0
1,38,1,4,1,1,5,140,0,1,1,1,0,0,1,1,1,1,1,0,0,1,12569000,910000,26600000,1200000,250000,102540000,1190000,0,49850000,0,0
1,38,1,4,1,1,4,70,0,1,0,1,0,1,1,1,1,1,1,0,0,0,25260000,2590000,3.00E+05,2.00E+06,2.00E+05,50890000,3890000,18100000,128960000,0,0
1,38,1,5,1,3,3,46,0,0,0,0,0,1,1,1,1,1,1,0,0,0,11499000,1100000,0,2220000,10100000,29830000,0,0,95895000,3.00E+07,0
1,38,1,4,1,3,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,21362100,610000,3250000,3380000,9.00E+05,21700000,4770000,1630000,65490000,1.50E+07,0
1,38,1,6,1,3,3,68,0,0,0,0,0,1,1,1,1,1,1,0,0,1,20708000,490000,0,770000,640000,31300000,0,5.00E+05,218936188,0,0
1,38,1,2,1,1,3,65,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3449000,5.00E+05,680000,6.00E+05,820000,31090000,5600000,3700000,21760000,0,0
1,38,1,4,1,3,3,77,0,1,0,0,0,1,0,1,1,1,1,1,0,0,6352500,450000,250000,6.00E+06,350000,17260000,1.00E+06,2.00E+06,310222000,0,0
1,38,2,0,1,3,2,40,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4180000,270000,3800000,7400000,2200000,8340000,8.00E+05,0,361125000,0,0
1,38,1,1,1,6,3,70,0,0,0,1,0,1,0,1,1,1,1,0,0,0,21834000,1200000,0,1.00E+06,1500000,30930000,0,0,327625000,8.00E+07,0
1,38,1,6,1,1,3,60,0,1,0,0,0,1,1,1,1,1,1,0,0,1,52710000,595000,0,2.00E+06,3250000,45385000,865000,0,142255938,0,0
1,38,1,1,1,4,3,58,0,1,0,0,0,1,0,1,1,1,1,0,0,0,21890000,6.00E+06,2200000,1400000,150000,24930000,0,11200000,544529000,0,0
1,38,2,0,1,4,4,80,0,0,0,0,0,1,0,1,1,0,1,0,0,0,9489000,1560000,6480000,2.00E+06,520000,28980000,720000,0,208390000,2.50E+07,0
1,38,1,2,1,1,3,75,1,0,0,0,0,1,0,1,1,1,1,1,0,0,11250000,470000,0,14200000,3.00E+05,8755000,1525000,0,75195000,0,0
1,38,1,2,1,1,4,64,0,0,0,1,0,1,0,1,1,1,1,0,0,0,10020000,630000,3570000,350000,9.00E+05,2.70E+07,0,0,160660000,0,1
1,38,1,1,2,4,3,65,1,0,0,0,0,1,0,1,1,1,1,1,0,0,7546000,8.00E+05,0,4450000,1100000,11500000,1360000,0,1.48E+08,0,0
1,38,1,4,1,1,4,70,0,0,0,0,0,1,1,1,1,1,1,1,0,0,21732000,2207000,2.00E+06,850000,2840000,19520000,290000,0,54830681,0,0
2,38,1,2,1,1,4,70,0,0,1,0,0,1,0,1,1,1,1,0,0,0,20067800,7.00E+05,0,5300000,820000,31770000,1390000,3800000,12585000,0,0
1,38,1,2,1,4,3,80,0,1,0,0,0,1,0,1,1,1,1,0,0,0,15830000,450000,6.00E+05,6.00E+05,970000,21750000,1.00E+06,550000,93460000,0,0
1,38,1,7,1,1,4,117,0,1,0,0,0,1,1,1,1,1,1,1,0,0,16786000,0,3800000,5450000,6080000,36005000,1370000,0,15070000,0,0
1,38,1,4,1,1,4,75,0,1,0,0,0,1,1,1,1,1,1,1,0,0,54876300,8.00E+05,3650000,250000,605000,32860000,0,3.30E+07,2.05E+08,0,0
1,38,1,4,1,1,3,62,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3291000,8.00E+05,1800000,9500000,8.00E+05,5320000,0,0,350000,0,0
1,38,1,4,1,1,4,84,0,1,0,0,0,1,0,1,1,1,1,0,0,0,12878000,1.00E+05,6.00E+05,1450000,1800000,27440000,1740000,840000,9710000,0,1
1,38,1,2,1,1,2,45,1,1,1,0,0,1,0,1,1,1,1,0,0,0,6043500,1250000,120000,2380000,1095000,21180000,1720000,0,9788000,0,0
1,38,1,1,1,6,3,75,0,1,0,0,0,1,0,1,1,1,1,1,0,0,26750000,350000,250000,1550000,2050000,3460000,1674000,4100000,11604000,0,0
1,38,1,4,1,1,3,60,0,0,0,0,0,1,0,1,1,1,1,1,0,0,9450500,1020000,5.00E+05,570000,905000,14745000,1590000,2950000,167503597,0,0
1,39,1,4,1,4,3,94,0,1,0,1,0,1,1,1,1,1,1,1,0,0,20059000,6.00E+05,0,4700000,1250000,68250000,685000,9.00E+05,10460000,0,0
1,39,1,6,1,4,4,106,0,1,0,0,0,1,1,1,1,1,1,0,0,1,15115000,760000,1.00E+07,3.00E+05,585000,111720000,1820000,1122000,2.01E+08,2.00E+07,0
1,39,1,8,1,4,4,138,0,0,0,0,0,1,1,1,1,1,1,0,0,0,15830000,1700000,0,585000,2080000,112270000,0,15500000,248870000,1.10E+08,0
1,39,1,4,1,6,3,50,0,1,0,1,0,1,0,1,1,1,1,0,0,0,15852300,1700000,1800000,2100000,555000,41700000,1490000,0,19730000,0,0
1,39,1,6,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,1,14500000,1200000,3350000,4800000,1950000,36340000,3300000,2300000,10651332,1.50E+07,0
1,39,1,4,1,1,3,53,0,1,0,1,0,1,0,1,1,1,1,0,0,0,12532000,2100000,5800000,1375000,2830000,21190000,770000,4450000,16480000,5.00E+07,0
1,39,1,4,1,1,4,80,0,1,0,0,0,1,1,1,1,0,0,0,0,0,13852000,320000,810000,1850000,2.00E+06,51650000,1540000,5.00E+06,151660000,0,0
1,39,1,4,1,1,4,110,0,1,0,0,0,1,1,1,1,1,1,0,0,1,41875000,5.00E+05,850000,650000,1300000,151850000,2250000,0,83882000,0,0
1,39,1,7,1,3,4,76,0,1,0,0,0,1,1,1,1,1,1,0,0,0,7895000,180000,8730000,1450000,640000,50820000,0,250000,217550000,0,0
1,39,1,4,1,3,3,35,0,0,0,0,0,1,0,1,1,1,1,1,0,0,24445000,750000,0,2700000,3320000,20860000,1300000,0,203752000,0,1
1,39,1,1,1,4,3,40,0,1,0,0,0,1,0,1,1,1,1,0,0,0,38593000,6.00E+05,9750000,2200000,8.00E+05,22880000,1600000,0,1754880760,0,0
1,39,1,1,1,1,4,75,0,1,0,0,0,1,0,1,1,1,1,1,0,0,25705000,750000,860000,3.00E+05,1323000,46450000,8.00E+05,0,293531600,0,0
1,39,1,4,1,1,5,140,0,1,0,0,0,1,1,1,1,1,0,0,0,1,24610000,2130000,8.00E+06,2.00E+05,965000,73350000,1220000,4820000,154112143,0,0
1,39,1,2,1,4,5,130,0,0,0,0,0,1,0,1,1,1,1,0,0,0,19027500,1800000,0,0,1500000,88840000,970000,3300000,2580000,0,0
1,39,1,4,1,3,4,75,1,0,0,0,0,1,0,1,1,1,1,1,0,0,14088000,750000,1470000,1300000,3800000,14310000,660000,6.00E+05,316310000,0,0
1,39,1,7,1,1,4,121,0,1,0,1,0,1,1,1,1,1,1,1,0,0,6995000,3.00E+06,86600000,4.00E+05,0,3.00E+07,2100000,0,132210298,0,0
1,39,1,4,1,6,3,58,0,1,0,0,0,1,0,1,1,1,1,1,0,0,20590000,2.00E+06,1500000,0,850000,40180000,1190000,285000,1037467000,0,0
1,39,1,3,1,3,4,100,0,0,1,0,0,0,0,1,1,1,1,0,0,0,45496000,1420000,350000,5.00E+06,8.00E+05,2.10E+07,770000,260000,163130000,0,0
1,39,1,1,1,1,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,16522500,950000,1.00E+05,1.00E+06,2140000,31300000,1080000,2350000,4943164,0,0
